,morality,leadership,caring,knowledgable,intelligent,honest,angry,hopeful,afraid,proud,voting_intention
2731,5.0,4.0,3.0,4.0,5.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
2732,4.0,2.0,1.0,3.0,3.0,1.0,3.0,-1.0,-1.0,4.0,1.0
2733,1.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0,4.0,-1.0,1.0
2734,2.0,2.0,1.0,3.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,0.0
2736,5.0,4.0,3.0,3.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,0.0
2737,2.0,4.0,3.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,4.0,1.0
2738,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2739,2.0,2.0,1.0,3.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2740,3.0,1.0,1.0,3.0,3.0,3.0,4.0,-1.0,4.0,-1.0,0.0
2741,5.0,3.0,1.0,3.0,4.0,1.0,-1.0,-1.0,3.0,-1.0,1.0
2742,4.0,4.0,4.0,4.0,5.0,4.0,-1.0,2.0,-1.0,2.0,0.0
2743,4.0,3.0,2.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2744,3.0,1.0,1.0,3.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2746,5.0,4.0,2.0,4.0,5.0,2.0,-1.0,2.0,-1.0,4.0,1.0
2747,4.0,1.0,1.0,3.0,3.0,2.0,1.0,-1.0,2.0,-1.0,1.0
2748,4.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2749,2.0,1.0,1.0,2.0,3.0,1.0,4.0,-1.0,4.0,-1.0,1.0
2750,3.0,5.0,2.0,4.0,5.0,3.0,-1.0,2.0,-1.0,-1.0,1.0
2751,1.0,4.0,2.0,3.0,5.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2752,2.0,1.0,2.0,2.0,2.0,2.0,4.0,-1.0,4.0,-1.0,1.0
2753,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2754,4.0,5.0,2.0,4.0,4.0,3.0,-1.0,3.0,-1.0,3.0,0.0
2755,5.0,4.0,4.0,4.0,5.0,3.0,-1.0,2.0,-1.0,1.0,1.0
2756,2.0,2.0,1.0,3.0,3.0,3.0,2.0,-1.0,1.0,-1.0,1.0
2757,3.0,3.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2758,2.0,2.0,1.0,3.0,4.0,1.0,4.0,-1.0,3.0,-1.0,1.0
2760,3.0,2.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2761,3.0,1.0,1.0,1.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2762,2.0,1.0,1.0,3.0,4.0,1.0,4.0,-1.0,2.0,-1.0,1.0
2763,2.0,3.0,2.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,0.0
2766,1.0,2.0,1.0,2.0,2.0,1.0,3.0,-1.0,4.0,-1.0,0.0
2767,4.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,3.0,1.0
2768,4.0,2.0,1.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2769,5.0,4.0,3.0,4.0,5.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2770,5.0,5.0,5.0,5.0,5.0,4.0,-1.0,4.0,-1.0,4.0,1.0
2771,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2772,2.0,3.0,1.0,4.0,4.0,1.0,1.0,-1.0,2.0,-1.0,1.0
2774,4.0,2.0,3.0,3.0,3.0,4.0,-1.0,-1.0,4.0,-1.0,0.0
2775,1.0,1.0,1.0,2.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2778,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2779,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,4.0,-1.0,1.0
2780,5.0,5.0,3.0,5.0,5.0,5.0,-1.0,3.0,-1.0,3.0,1.0
2781,2.0,3.0,2.0,4.0,3.0,2.0,4.0,-1.0,4.0,-1.0,0.0
2783,3.0,2.0,1.0,2.0,3.0,4.0,4.0,-1.0,4.0,-1.0,1.0
2784,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2785,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
2787,3.0,2.0,2.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2788,3.0,2.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,4.0,0.0
2792,4.0,3.0,2.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,0.0
2793,2.0,4.0,1.0,4.0,4.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2794,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0
2795,4.0,3.0,3.0,3.0,3.0,4.0,-1.0,-1.0,4.0,-1.0,0.0
2796,5.0,5.0,4.0,4.0,5.0,4.0,-1.0,3.0,-1.0,4.0,1.0
2797,2.0,2.0,2.0,3.0,3.0,2.0,4.0,-1.0,3.0,-1.0,0.0
2798,5.0,5.0,3.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2799,4.0,4.0,1.0,5.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,1.0
2800,3.0,3.0,3.0,3.0,4.0,3.0,-1.0,4.0,-1.0,4.0,0.0
2803,2.0,3.0,1.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2804,3.0,3.0,1.0,3.0,3.0,1.0,3.0,-1.0,-1.0,-1.0,1.0
2805,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,2.0,-1.0,3.0,1.0
2806,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2807,2.0,2.0,2.0,3.0,3.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2808,3.0,3.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2809,3.0,4.0,1.0,4.0,4.0,2.0,1.0,-1.0,2.0,-1.0,1.0
2811,5.0,5.0,5.0,5.0,5.0,4.0,-1.0,2.0,-1.0,1.0,1.0
2812,5.0,3.0,1.0,3.0,4.0,4.0,-1.0,-1.0,2.0,-1.0,1.0
2813,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-1.0,-9.0,-1.0,-1.0,0.0
2814,3.0,1.0,1.0,3.0,2.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2815,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,3.0,-1.0,1.0
2816,4.0,2.0,1.0,3.0,3.0,3.0,4.0,-1.0,-1.0,-1.0,0.0
2817,5.0,1.0,1.0,1.0,2.0,3.0,3.0,-1.0,2.0,-1.0,1.0
2818,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,4.0,-1.0,1.0
2819,2.0,2.0,1.0,3.0,2.0,1.0,4.0,4.0,-1.0,-1.0,1.0
2821,4.0,3.0,3.0,3.0,3.0,2.0,2.0,-1.0,4.0,-1.0,1.0
2822,3.0,2.0,2.0,3.0,4.0,2.0,-1.0,-1.0,2.0,-1.0,1.0
2823,4.0,2.0,2.0,3.0,4.0,3.0,3.0,-1.0,-1.0,4.0,1.0
2824,5.0,5.0,4.0,5.0,4.0,4.0,-1.0,3.0,-1.0,3.0,1.0
2825,4.0,2.0,3.0,3.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,0.0
2826,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0
2827,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2828,4.0,3.0,2.0,4.0,4.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
2829,5.0,4.0,5.0,4.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2830,3.0,3.0,2.0,3.0,4.0,3.0,4.0,-1.0,4.0,4.0,1.0
2831,3.0,3.0,2.0,4.0,5.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2832,3.0,3.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2833,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,3.0,-1.0,4.0,1.0
2834,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
2835,3.0,3.0,1.0,3.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,0.0
2836,1.0,3.0,1.0,1.0,5.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2837,4.0,2.0,1.0,3.0,4.0,1.0,3.0,-1.0,2.0,-1.0,1.0
2838,4.0,4.0,3.0,4.0,4.0,3.0,-1.0,4.0,-1.0,4.0,0.0
2839,2.0,3.0,1.0,1.0,3.0,1.0,4.0,-1.0,4.0,-1.0,1.0
2840,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0
2841,2.0,2.0,2.0,3.0,5.0,2.0,-1.0,-1.0,4.0,-1.0,1.0
2842,3.0,2.0,2.0,3.0,2.0,3.0,-1.0,-1.0,4.0,-1.0,0.0
2844,5.0,5.0,5.0,4.0,4.0,5.0,-1.0,3.0,-1.0,3.0,1.0
2845,2.0,2.0,1.0,3.0,3.0,2.0,4.0,-1.0,2.0,-1.0,1.0
2846,3.0,3.0,2.0,3.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2847,2.0,2.0,2.0,4.0,4.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2848,5.0,4.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,3.0,1.0
2849,4.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2850,5.0,5.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2851,5.0,5.0,5.0,4.0,4.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2852,5.0,4.0,5.0,4.0,4.0,5.0,-1.0,2.0,-1.0,3.0,1.0
2853,3.0,5.0,3.0,4.0,5.0,3.0,-1.0,2.0,-1.0,-1.0,1.0
2854,4.0,1.0,2.0,4.0,4.0,1.0,3.0,-1.0,4.0,-1.0,1.0
2855,5.0,4.0,3.0,4.0,4.0,3.0,-1.0,2.0,-1.0,3.0,1.0
2856,2.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,-1.0,0.0
2858,1.0,2.0,1.0,3.0,4.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2859,2.0,1.0,1.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2860,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,4.0,1.0
2861,3.0,3.0,1.0,2.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2862,4.0,5.0,3.0,5.0,5.0,4.0,-1.0,2.0,-1.0,3.0,1.0
2863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2864,2.0,2.0,1.0,3.0,4.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2865,2.0,4.0,1.0,4.0,4.0,1.0,3.0,-1.0,4.0,-1.0,1.0
2866,4.0,3.0,1.0,2.0,4.0,3.0,3.0,-1.0,-1.0,-1.0,1.0
2867,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2868,5.0,5.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2869,5.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,-1.0,3.0,1.0
2870,3.0,2.0,1.0,1.0,1.0,2.0,3.0,-1.0,2.0,-1.0,1.0
2871,4.0,3.0,3.0,5.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,0.0
2872,2.0,3.0,1.0,3.0,3.0,2.0,2.0,-1.0,4.0,-1.0,0.0
2873,2.0,3.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2874,1.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0,2.0,-1.0,1.0
2875,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,3.0,0.0
2876,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
2877,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2878,4.0,4.0,3.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2880,3.0,2.0,1.0,3.0,2.0,2.0,3.0,-1.0,2.0,-1.0,1.0
2881,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2883,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2884,3.0,3.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2885,5.0,3.0,3.0,3.0,4.0,5.0,-1.0,4.0,-1.0,-1.0,0.0
2886,4.0,1.0,2.0,2.0,3.0,1.0,-1.0,4.0,-1.0,-1.0,1.0
2888,5.0,5.0,3.0,4.0,5.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2889,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,1.0
2890,2.0,3.0,2.0,2.0,3.0,1.0,3.0,-1.0,4.0,-1.0,0.0
2891,2.0,2.0,1.0,3.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,0.0
2892,1.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0,2.0,-1.0,1.0
2893,5.0,4.0,4.0,4.0,5.0,4.0,-1.0,2.0,-1.0,4.0,0.0
2894,1.0,2.0,1.0,2.0,2.0,2.0,2.0,-1.0,4.0,-1.0,1.0
2896,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2897,3.0,2.0,3.0,3.0,3.0,3.0,2.0,-1.0,4.0,-1.0,1.0
2898,2.0,2.0,1.0,4.0,4.0,2.0,-1.0,-1.0,4.0,-1.0,1.0
2899,5.0,5.0,5.0,4.0,5.0,4.0,-1.0,3.0,4.0,3.0,1.0
2901,3.0,3.0,3.0,3.0,3.0,3.0,1.0,-1.0,1.0,-1.0,1.0
2902,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0
2903,2.0,1.0,1.0,2.0,4.0,1.0,4.0,-1.0,4.0,-1.0,1.0
2904,5.0,1.0,1.0,3.0,5.0,2.0,2.0,-1.0,2.0,-1.0,1.0
2907,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,0.0
2908,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2909,4.0,3.0,3.0,4.0,3.0,2.0,-1.0,2.0,-1.0,4.0,1.0
2910,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2911,3.0,3.0,2.0,4.0,3.0,5.0,-1.0,4.0,-1.0,-1.0,0.0
2912,2.0,2.0,1.0,2.0,3.0,2.0,-1.0,-1.0,5.0,-1.0,1.0
2913,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0,1.0
2914,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,-1.0,0.0
2915,1.0,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2916,2.0,2.0,1.0,3.0,2.0,2.0,-1.0,-1.0,4.0,-1.0,1.0
2917,5.0,5.0,5.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2918,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2919,5.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,-1.0,2.0,1.0
2920,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2921,2.0,1.0,1.0,1.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2922,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2923,1.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,-1.0,1.0
2925,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2926,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2927,4.0,5.0,4.0,5.0,5.0,4.0,-1.0,1.0,-1.0,-1.0,1.0
2928,4.0,4.0,3.0,3.0,5.0,4.0,-1.0,2.0,-1.0,3.0,1.0
2929,3.0,2.0,1.0,3.0,3.0,2.0,4.0,-1.0,3.0,-1.0,1.0
2930,3.0,2.0,1.0,2.0,3.0,1.0,2.0,-1.0,2.0,-1.0,0.0
2931,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0
2932,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,1.0,1.0
2933,5.0,4.0,4.0,4.0,5.0,4.0,-1.0,3.0,-1.0,3.0,0.0
2934,4.0,3.0,1.0,3.0,4.0,2.0,3.0,-1.0,-1.0,-1.0,0.0
2935,3.0,3.0,1.0,3.0,4.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2936,1.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2937,4.0,3.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
2938,5.0,5.0,5.0,5.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2940,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2941,2.0,2.0,1.0,4.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
2942,4.0,4.0,3.0,4.0,4.0,3.0,-1.0,2.0,-1.0,2.0,1.0
2943,3.0,1.0,1.0,2.0,3.0,1.0,2.0,-1.0,1.0,-1.0,1.0
2944,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0,-1.0,2.0,1.0
2946,5.0,3.0,3.0,3.0,5.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2947,4.0,3.0,1.0,2.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2948,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2949,3.0,4.0,1.0,5.0,4.0,1.0,4.0,4.0,3.0,-1.0,0.0
2950,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2951,5.0,5.0,4.0,4.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2953,3.0,4.0,1.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2954,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,2.0,-1.0,2.0,1.0
2956,5.0,4.0,3.0,3.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2957,4.0,3.0,4.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
2959,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2960,2.0,1.0,1.0,3.0,5.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2961,5.0,4.0,5.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2962,2.0,3.0,1.0,4.0,4.0,2.0,3.0,-1.0,-1.0,-1.0,1.0
2963,1.0,1.0,1.0,1.0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2964,5.0,5.0,5.0,4.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2965,5.0,4.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,2.0,1.0
2966,2.0,2.0,1.0,1.0,2.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2967,3.0,4.0,3.0,4.0,4.0,3.0,-1.0,2.0,-1.0,-1.0,1.0
2968,5.0,4.0,3.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2969,1.0,1.0,1.0,1.0,3.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2970,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2971,3.0,4.0,3.0,3.0,4.0,2.0,-1.0,3.0,-1.0,-1.0,1.0
2973,1.0,2.0,1.0,3.0,4.0,1.0,1.0,-1.0,2.0,-1.0,1.0
2974,3.0,1.0,1.0,3.0,5.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2975,3.0,2.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2976,3.0,2.0,1.0,2.0,4.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2979,4.0,3.0,2.0,4.0,4.0,3.0,-1.0,3.0,4.0,-1.0,1.0
2980,3.0,4.0,3.0,4.0,5.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2981,4.0,3.0,1.0,3.0,4.0,3.0,4.0,-1.0,4.0,-1.0,1.0
2982,4.0,4.0,3.0,4.0,4.0,4.0,2.0,-1.0,2.0,2.0,1.0
2983,1.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,0.0
2985,1.0,1.0,1.0,1.0,3.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2986,3.0,3.0,1.0,2.0,3.0,2.0,4.0,-1.0,4.0,-1.0,1.0
2987,3.0,3.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2988,3.0,2.0,2.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2989,2.0,2.0,1.0,2.0,4.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2990,-9.0,3.0,1.0,2.0,4.0,2.0,2.0,-1.0,3.0,-1.0,1.0
2991,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,-1.0,2.0,1.0
2992,4.0,2.0,1.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2993,4.0,2.0,1.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2994,4.0,5.0,4.0,4.0,4.0,4.0,-1.0,1.0,-1.0,1.0,1.0
2995,5.0,1.0,1.0,3.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2996,1.0,1.0,2.0,3.0,3.0,2.0,2.0,-1.0,-1.0,-1.0,1.0
2997,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2999,3.0,2.0,3.0,3.0,3.0,3.0,-1.0,4.0,4.0,-1.0,1.0
3000,5.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,-1.0,3.0,1.0
3001,4.0,5.0,4.0,5.0,5.0,4.0,-1.0,3.0,-1.0,2.0,1.0
3002,5.0,4.0,5.0,5.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3004,3.0,3.0,2.0,3.0,3.0,3.0,4.0,-1.0,-1.0,-1.0,0.0
3005,3.0,3.0,4.0,4.0,4.0,3.0,-1.0,3.0,-1.0,-1.0,0.0
3007,3.0,3.0,1.0,4.0,5.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3008,3.0,2.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3009,5.0,5.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,4.0,1.0
3010,4.0,2.0,1.0,3.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
3011,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,1.0,1.0
3012,2.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0
3013,3.0,1.0,1.0,1.0,3.0,1.0,4.0,-1.0,2.0,-1.0,1.0
3015,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3016,5.0,5.0,4.0,4.0,5.0,4.0,-1.0,3.0,-1.0,2.0,1.0
3017,5.0,4.0,4.0,3.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
3018,5.0,4.0,2.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
3020,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,-1.0,2.0,1.0
3021,1.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3022,3.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,3.0,-1.0,0.0
3023,3.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0
3024,4.0,2.0,1.0,4.0,4.0,4.0,-1.0,-1.0,2.0,3.0,0.0
3025,5.0,5.0,3.0,5.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3026,1.0,3.0,2.0,3.0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3028,5.0,4.0,3.0,4.0,5.0,4.0,-1.0,4.0,-1.0,4.0,1.0
3029,5.0,4.0,2.0,4.0,5.0,2.0,-1.0,2.0,-1.0,3.0,0.0
3030,3.0,4.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,0.0
3031,3.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3032,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
3034,3.0,2.0,2.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3035,2.0,1.0,1.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3036,1.0,1.0,1.0,2.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3038,2.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,-1.0,-1.0,0.0
3039,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
3040,1.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,1.0
3041,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,-1.0,1.0
3042,4.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0
3043,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,1.0
3044,5.0,4.0,4.0,5.0,4.0,5.0,-1.0,3.0,-1.0,2.0,1.0
3045,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
3046,4.0,5.0,2.0,4.0,5.0,3.0,-1.0,4.0,-1.0,3.0,0.0
3047,2.0,1.0,1.0,3.0,5.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3048,1.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0,2.0,-1.0,1.0
3049,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
3050,5.0,4.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3051,2.0,1.0,1.0,2.0,1.0,1.0,4.0,-1.0,2.0,-1.0,1.0
3052,4.0,1.0,1.0,2.0,3.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
3053,3.0,1.0,1.0,2.0,3.0,3.0,1.0,-1.0,1.0,-1.0,1.0
3054,2.0,3.0,1.0,4.0,3.0,2.0,-1.0,4.0,-1.0,-1.0,0.0
3055,1.0,1.0,1.0,4.0,3.0,1.0,-1.0,-1.0,2.0,-1.0,0.0
